Name;UUID;Type;Rarity
ARM_Ring_I;5b22795e-8193-4933-98f9-9667d6f60b53;Armor;RARITY_UNKNOWN
ARM_Ring_Silver;9c147265-5b32-44fe-af57-fa0d3f6c5712;Armor;RARITY_UNKNOWN
ARM_Ring_B_Silver_A;9c147265-5b32-44fe-af57-fa0d3f6c5712;Armor;RARITY_UNKNOWN
ARM_Ring_C_Silver_A;81d843ad-2343-4964-b5d0-3db44dfee4e1;Armor;RARITY_UNKNOWN
ARM_Ring_D_Silver_A;a9f741f6-a758-47ea-bb21-9a37d3ddfe42;Armor;RARITY_UNKNOWN
ARM_Ring_E_Silver_A;efe2746c-10d4-4082-9133-d05b6f7fa291;Armor;RARITY_UNKNOWN
ARM_Ring_F_Silver_A;49b84359-6a28-460e-af98-4526c5fca6fd;Armor;RARITY_UNKNOWN
ARM_Ring_G_Silver_A;34dceb64-7246-4a2a-b7c0-411725ce468e;Armor;RARITY_UNKNOWN
ARM_Ring_H_Silver_A;5cbedb00-e900-439e-9035-50ab581fc5b9;Armor;RARITY_UNKNOWN
ARM_Ring_I_Silver_A;fc5dbbb6-10ec-427d-abe5-a04f5182e332;Armor;RARITY_UNKNOWN
ARM_Ring_Gold;5cd7c5d3-fb97-4757-b5fd-dcc7a43110a7;Armor;RARITY_UNKNOWN
ARM_Ring_A_Gem_A_Gold;173aad0e-0db4-4f2f-8f24-49e6898b8f90;Armor;RARITY_UNKNOWN
ARM_Ring_A_Simple_Gold;ecf4a8a4-7859-4a82-8c08-0c9526f29500;Armor;RARITY_UNKNOWN
ARM_Ring_B_Gem_A_Gold;8eba01b5-b731-447f-887e-0cf0dd4d53d4;Armor;RARITY_UNKNOWN
ARM_Ring_B_Gem_B_Gold;2a4b298c-88cb-4951-b244-2e65e6819945;Armor;RARITY_UNKNOWN
ARM_Ring_B_Gold_A;5cd7c5d3-fb97-4757-b5fd-dcc7a43110a7;Armor;RARITY_UNKNOWN
ARM_Ring_C_Gold_A;a631b70a-22e9-4e2c-bb07-2164c2beb5d0;Armor;RARITY_UNKNOWN
ARM_Ring_D_Gold_A;b7aab838-cafa-4b7d-a8d5-95ec3488f909;Armor;RARITY_UNKNOWN
ARM_Ring_E_Gold_A;aa39ec3a-55c5-465c-8a3f-d5eb810c073f;Armor;RARITY_UNKNOWN
ARM_Ring_F_Gold_A;66dc3535-3757-403b-8236-de380bf3f4ca;Armor;RARITY_UNKNOWN
ARM_Ring_G_Gold_A;b72c3fb7-c172-4dfa-81bb-f924a3c1ec19;Armor;RARITY_UNKNOWN
ARM_Ring_H_Gold_A;638307c5-20ec-41a3-8c2f-c86d56bbaf73;Armor;RARITY_UNKNOWN
ARM_Ring_I_Gold_A;65bb04bb-4313-4446-b250-727a712000c9;Armor;RARITY_UNKNOWN
ARM_RingOfPoisonResistance;35688051-90df-40e1-890b-c3cde2c82fde;Armor;Rare
ARM_Amulet;51873c0d-f319-45e6-a6a2-79164cd8f3db;Armor;RARITY_UNKNOWN
ARM_Amulet_Bronze;fda631e5-83f5-4ae4-b28f-cf4da102e3be;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_A_Bronze_Green;8bba4a7c-a7df-4d1f-b202-286522a028fa;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_B_Bronze_A;fda631e5-83f5-4ae4-b28f-cf4da102e3be;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_C_Bronze_A;032c0c5e-158f-4c51-8fbe-f7658f43c853;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_D_Bronze_Green;15be2ce4-3f2c-4b75-8068-bd13fd69a3d5;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_F_Bronze_A;3a3a688b-4d18-44df-9190-003493492070;Armor;RARITY_UNKNOWN
ARM_Amulet_Silver;51873c0d-f319-45e6-a6a2-79164cd8f3db;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_A_Silver_Orange;51873c0d-f319-45e6-a6a2-79164cd8f3db;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_B_Silver_A;50d054ee-4982-46eb-8f16-7a1c71ec8e28;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_C_Silver_A;c3d8f808-3f35-4206-9f6d-a26961953616;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_D_Silver_Purple;1df12296-498c-494c-b639-f103b63156a3;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_F_Silver_B;e75e18a0-0a94-42b4-8745-063ea00a5a66;Armor;RARITY_UNKNOWN
ARM_Amulet_Pearl;5fb93f62-06fa-4dc1-9c59-ff3fd48043d4;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_E_Pearl_A;5fb93f62-06fa-4dc1-9c59-ff3fd48043d4;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_E_Pearl_B;8174f2b6-e595-4d18-a3bb-b1617d0524ac;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_E_Pearl_C;ecd570ea-af01-4835-a9c8-967edf4afe85;Armor;RARITY_UNKNOWN
ARM_Amulet_Gold;fc44cf0e-04dc-4feb-b143-b1c52cffe252;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_A_Gold_Purple;fc44cf0e-04dc-4feb-b143-b1c52cffe252;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_B_Gold_A;c612c1e6-0ff0-40a1-b199-b25db1c9808e;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_C_Gold_A;ee6309db-5347-435c-94d8-a84f5996ea56;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_F_Gold_A;912bbc6f-f4f0-4815-9ed5-d914289402e6;Armor;RARITY_UNKNOWN
ARM_Amulet_Necklace_D_Gold_Blue;54566608-c5e2-40e1-b2fc-014ba43a67ae;Armor;RARITY_UNKNOWN
ARM_KeepsakeLocket_A;fa28af9d-f179-4eeb-9780-a4cde893ac1f;Armor;RARITY_UNKNOWN
ARM_Shield;d2af60ea-1b72-4d25-a188-6d8bc4fe255b;Armor;RARITY_UNKNOWN
ARM_Shield_C;4491fcaf-03bf-4087-baf3-b638657080f6;Armor;RARITY_UNKNOWN
ARM_Shield_D;c069f1f2-1040-4c71-b796-5a95eecfa711;Armor;RARITY_UNKNOWN
ARM_Shield_E;89792dc1-221b-462e-adcb-026f2cafbb95;Armor;RARITY_UNKNOWN
ARM_Shield_Rusty;8c02c87f-955d-4cc2-b547-f22462ad7106;Armor;RARITY_UNKNOWN
ARM_Shar_Shield;e4b4c45f-0563-4b00-851c-30a64fcb18ec;Armor;RARITY_UNKNOWN
ARM_Drow_Shield;e4b4c45f-0563-4b00-851c-30a64fcb18ec;Armor;RARITY_UNKNOWN
ARM_Drow_Shield_Absolute;004ab562-5cd4-4f1f-8aa5-497e7e2c5f4f;Armor;RARITY_UNKNOWN
ARM_Shield_FlamingFist;ab10f66f-6e93-43f5-9384-82565f14124a;Armor;RARITY_UNKNOWN
ARM_Shield_Broken;d59619ef-320f-4c16-8e21-0644034f0c26;Armor;RARITY_UNKNOWN
ARM_Toy_Shield;e13facc6-aced-4b48-b239-b0e76448013f;Armor;RARITY_UNKNOWN
ARM_Goblin_Shield_A;dd7550d6-112d-476e-9234-4901a95bd7f6;Armor;RARITY_UNKNOWN
ARM_Goblin_Shield_B;89bb450f-d976-4981-b43e-b5d16948da1e;Armor;RARITY_UNKNOWN
ARM_Goblin_Shield_C;e0d5a057-328a-467d-b8fb-1bfd298d59e7;Armor;RARITY_UNKNOWN
ARM_Goblin_Shield_D;33ab760a-e617-4e12-a3c6-1758c83cc3a7;Armor;RARITY_UNKNOWN
ARM_Goblin_Shield_E;2ae874a1-4573-4de3-a595-444591564303;Armor;RARITY_UNKNOWN
ARM_Duergar_Shield_A;747387ac-0dc7-47ab-8c69-75269ffc4dbc;Armor;RARITY_UNKNOWN
ARM_Duergar_Shield_B;31c99c28-f062-44ba-9ee6-cf969af920c4;Armor;RARITY_UNKNOWN
ARM_KuoToa_Shield_A;2099af4a-caa2-4e06-9b6d-fa6e9754bd09;Armor;RARITY_UNKNOWN
ARM_WoodWoad_Shield;41b07341-1bf3-450d-9303-377c035c09ac;Armor;RARITY_UNKNOWN
_Shield_Magic;cb2d6c27-ec29-4555-adf2-41e8c1952439;Armor;Uncommon
ARM_Shield_1;cb2d6c27-ec29-4555-adf2-41e8c1952439;Armor;Rare
ARM_Shield_2;89792dc1-221b-462e-adcb-026f2cafbb95;Armor;VeryRare
ARM_Shield_REF;84912ccc-b15c-4d6e-b69e-154f3fa2ebbe;Armor;RARITY_UNKNOWN
ARM_Shield_Round_REF;4caecc0f-4ae3-4284-bc98-3f01593a8865;Armor;RARITY_UNKNOWN
ARM_Instrument_Drum;76944b2f-1e79-4c22-8d9a-e6c30e5194e0;Armor;RARITY_UNKNOWN
ARM_Instrument_Flute;848ad8dc-59f3-464b-b8b2-95eab6022446;Armor;RARITY_UNKNOWN
ARM_Instrument_Lute;8f98a7e7-c773-4b58-9127-5cf79b9206e9;Armor;RARITY_UNKNOWN
ARM_Instrument_Lute_B;f2487101-548f-4494-9ec8-b20fa3ad6f7b;Armor;RARITY_UNKNOWN
ARM_Instrument_Lyre;13739f15-7366-4d7f-9926-991e98b9e964;Armor;RARITY_UNKNOWN
ARM_Instrument_Violin;aca5d144-773b-42ba-aca1-6903c60c418c;Armor;RARITY_UNKNOWN
ARM_Camp_Body;f369f4fa-2da7-4693-a147-16cfaf02bca5;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen;516d4737-5f69-4083-8bae-3f09e5aab180;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_Black;eff198aa-7040-4893-bde4-b0983c08142c;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_Purple;d73c75f6-7fbf-4336-817e-aab883c47406;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_B;52353c73-2c58-4dd7-8370-adb266a17fab;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_B_Teal;2db4d06e-db75-4bcf-97a2-de4dff6939af;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_C;d9caff77-293c-4e8d-a721-3e17908490f8;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_C_Blue;58f9af08-f4ac-412d-ba38-f8b1d7db9e5f;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_C_Green;12c9ad5c-040f-44a5-ac30-d8ed4505d651;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Citizen_C_Red;8b9ee0cf-35a6-4439-9402-d5f829645e2a;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Pants;a5cc728e-6b8a-4458-86cd-7492f7c4a266;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Refugee;c9d62e5b-2734-42cf-9069-6953b8060df0;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Refugee_Gray;47e4e37b-d3fa-4e23-8d53-203804cd3b6e;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Refugee_Green;dfe7cf67-64b5-4b91-9ae2-50aea87493f9;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Shirt_Blue;e03b6708-5865-409d-8855-67aa834c60bd;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Shirt_Red;4866f90d-ee70-43a8-96a4-35511f4b824e;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Shirt_Purple;8725508f-e47e-488f-8187-3d15ebb9c8e9;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Shirt_Green;39d87577-6f4f-438e-a5b7-abf387a6f0f1;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Shirt_Black;67f1d175-a03b-4cb0-bf3c-c7304b147aca;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Aristocrat;3dc4b718-0504-43e2-a88f-0d6736bf6b25;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Aristocrat_Brown;3fc58d24-9743-4e82-a4bd-ad18eda257cb;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Aristocrat_White;af6ffb20-cbdc-410c-9a12-6c217eb8aa9c;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Patriars;2e3d2a61-a0ba-495c-80e2-faa452542035;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Patriars_Black;164ebd0f-432e-4aa6-8589-5dccafc8383e;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Patriars_Blue;f577a9be-8793-48da-a03d-e66d993dc4e7;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Patriars_Green;c2024c47-967b-4d6b-bfb3-978f502d1321;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Patriars_Red;c65c5dd5-705c-4103-904c-0835d81bd846;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich;9c1fedb8-4262-4426-84cc-8ad8dc01be97;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_Gold;12c2f3d2-a4a6-47e6-a7aa-dfcced16add6;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_Green;3c8eca7a-8c7c-40a5-be4c-64455630f08f;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_Teal;f4064489-adce-4b58-b664-311c6d476880;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_B;0469f558-e4f0-4eb5-b4b2-bf00b8e0aa15;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_B_Purple;efb49491-ca1d-4bab-a7a7-815f8d298ee0;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_B1;a38159ef-a981-4abd-bcdd-58e61558960e;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_B1_Beige;0d2cf317-1e3d-492b-8755-00f33cd3f24f;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_C;66685917-3cd9-4dc8-a792-319288dacb30;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_C_Blue;5daa7ba8-8e8d-4e68-9f5a-3c9f89c32c89;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_C_Red;6909f7fa-6da9-40ea-898e-91cbaac9bf5c;Armor;RARITY_UNKNOWN
ARM_Vanity_Body_Rich_D;d0b540dd-c778-4573-b0cb-149a0309bfa2;Armor;RARITY_UNKNOWN
